epoch,loss,mean_absolute_error,mean_squared_error,root_mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error,val_root_mean_squared_error
16,0.36137259006500244,0.3502686023712158,0.20045310258865356,0.44771990180015564,0.2633138597011566,0.09930096566677094,0.015898238867521286,0.1260882169008255
17,0.3423156440258026,0.3423386216163635,0.1857079267501831,0.4309384226799011,0.25168806314468384,0.10113189369440079,0.01584693230688572,0.12588459253311157
18,0.31778427958488464,0.31334152817726135,0.16003219783306122,0.40004023909568787,0.2409610003232956,0.10306506603956223,0.01652035489678383,0.1285315304994583
19,0.29551199078559875,0.2893180251121521,0.13598597049713135,0.3687627613544464,0.22812317311763763,0.08585459738969803,0.011930251494050026,0.10922569036483765
20,0.28353551030158997,0.2844301164150238,0.1329151839017868,0.3645753562450409,0.22208404541015625,0.11503361165523529,0.019776342436671257,0.140628382563591
21,0.26540136337280273,0.2638559341430664,0.11534050107002258,0.33961817622184753,0.2079763263463974,0.0802883580327034,0.010548291727900505,0.10270487517118454
22,0.26317304372787476,0.2802961468696594,0.12954308092594147,0.3599209487438202,0.20029790699481964,0.08980350196361542,0.012955652549862862,0.11382289975881577
23,0.24190457165241241,0.2496224194765091,0.10427971929311752,0.3229237198829651,0.1930040866136551,0.09870786964893341,0.015141012147068977,0.1230488196015358
24,0.22889003157615662,0.23934179544448853,0.0949026569724083,0.30806276202201843,0.1828821450471878,0.08395839482545853,0.011429273523390293,0.10690777748823166
25,0.21969646215438843,0.23540641367435455,0.09261787682771683,0.30433183908462524,0.1740383356809616,0.07498694956302643,0.009525001980364323,0.09759611636400223
26,0.2133968621492386,0.23997712135314941,0.09521781653165817,0.308573842048645,0.16680940985679626,0.07783474028110504,0.01008570846170187,0.10042762756347656
27,0.20350326597690582,0.2332988828420639,0.09070520848035812,0.30117306113243103,0.15927281975746155,0.07311907410621643,0.009046071209013462,0.09511083364486694
28,0.21516312658786774,0.28177231550216675,0.12730291485786438,0.3567953407764435,0.15288980305194855,0.07633161544799805,0.009862568229436874,0.09931046515703201
29,0.1910688877105713,0.23607079684734344,0.09189467132091522,0.303141325712204,0.14754867553710938,0.08543989062309265,0.011920671910047531,0.10918182879686356
30,0.1848338097333908,0.23148714005947113,0.09186406433582306,0.3030908405780792,0.1409468650817871,0.07853949069976807,0.010405450128018856,0.10200710594654083
31,0.16941611468791962,0.20716749131679535,0.07306529581546783,0.27030593156814575,0.13402104377746582,0.07028920948505402,0.008484797552227974,0.0921129584312439
32,0.1687202751636505,0.21579056978225708,0.08350223302841187,0.2889675199985504,0.12843884527683258,0.07031433284282684,0.008546575903892517,0.0924476906657219
33,0.15793611109256744,0.2090970128774643,0.07244519144296646,0.26915645599365234,0.12346958369016647,0.07563640177249908,0.009617287665605545,0.0980677679181099
34,0.16108572483062744,0.23220045864582062,0.08930937945842743,0.2988467514514923,0.1178009882569313,0.06943590193986893,0.008187220431864262,0.09048326313495636
35,0.14943332970142365,0.2090790569782257,0.07609573006629944,0.27585455775260925,0.11292637139558792,0.06949714571237564,0.008318129926919937,0.09120377898216248
36,0.13981053233146667,0.19796714186668396,0.06650813668966293,0.2578917145729065,0.10823150724172592,0.06999985128641129,0.008340629749000072,0.09132704883813858
37,0.1355363428592682,0.19708076119422913,0.06708953529596329,0.2590164840221405,0.10403241962194443,0.07184544205665588,0.008740484714508057,0.09349055588245392
38,0.12758781015872955,0.1832720935344696,0.06059125438332558,0.24615290760993958,0.09883660078048706,0.06451787054538727,0.007351720705628395,0.08574217557907104
39,0.1271551102399826,0.19793905317783356,0.06771457940340042,0.2602202594280243,0.09627905488014221,0.0798640176653862,0.010814866051077843,0.10399454832077026
40,0.1280931979417801,0.21701906621456146,0.07739836722612381,0.27820563316345215,0.09145640581846237,0.07149539887905121,0.008655458688735962,0.09303471446037292
41,0.11875535547733307,0.19563668966293335,0.06620513647794724,0.2573035955429077,0.0876956656575203,0.06940264999866486,0.008295106701552868,0.09107747673988342
42,0.113329216837883,0.18712732195854187,0.06263487040996552,0.2502695918083191,0.08432082086801529,0.07106730341911316,0.008499201387166977,0.09219111502170563
43,0.10616414994001389,0.17446957528591156,0.055668894201517105,0.23594257235527039,0.08040569722652435,0.06970721483230591,0.007962387055158615,0.08923220634460449
44,0.10651793330907822,0.19064229726791382,0.06312596797943115,0.2512488067150116,0.07672207802534103,0.06339946389198303,0.00717166205868125,0.08468566834926605
45,0.09782387316226959,0.17353573441505432,0.05212878808379173,0.2283172905445099,0.07358749210834503,0.06460178643465042,0.007195640821009874,0.08482712507247925
46,0.09804165363311768,0.18297219276428223,0.05881935730576515,0.24252702295780182,0.07042217999696732,0.0639217346906662,0.0072374301962554455,0.0850730910897255
47,0.09673421829938889,0.18439297378063202,0.062363434582948685,0.24972671270370483,0.06786405295133591,0.06557399034500122,0.007565894164144993,0.08698214590549469
48,0.09057434648275375,0.17991338670253754,0.05556011199951172,0.235711932182312,0.06471870839595795,0.06278187781572342,0.006955015938729048,0.08339674025774002
49,0.08368314802646637,0.16239798069000244,0.04759904742240906,0.21817205846309662,0.06187780946493149,0.06282797455787659,0.006824505981057882,0.08261056989431381
50,0.08531239628791809,0.1795664280653,0.05574233829975128,0.23609815537929535,0.05960670858621597,0.06404150277376175,0.007136546075344086,0.08447808027267456
51,0.08361022174358368,0.1735476851463318,0.05755573883652687,0.23990777134895325,0.05683285370469093,0.06250159442424774,0.006760600954294205,0.08222287148237228
52,0.07977724075317383,0.17456844449043274,0.05477268621325493,0.2340356558561325,0.05473235249519348,0.06590836495161057,0.007503352127969265,0.08662189543247223
53,0.07917404919862747,0.17880742251873016,0.058327239006757736,0.2415103316307068,0.0524456724524498,0.06415295600891113,0.007185205817222595,0.08476559072732925
54,0.07459081709384918,0.17164373397827148,0.053319014608860016,0.23090910911560059,0.05033877491950989,0.06525485962629318,0.00726164598017931,0.08521529287099838
55,0.06829071789979935,0.15987856686115265,0.04488304629921913,0.2118561863899231,0.048166222870349884,0.06409802287817001,0.00713388854637742,0.08446235209703445
56,0.06786768138408661,0.16430500149726868,0.04801427945494652,0.21912160515785217,0.0462128147482872,0.06274303048849106,0.007070537656545639,0.08408649265766144
57,0.06515873223543167,0.1629900485277176,0.04657579958438873,0.2158142775297165,0.045519500970840454,0.07743925601243973,0.009305869229137897,0.09646693617105484
58,0.062133245170116425,0.15517696738243103,0.04433440417051315,0.21055737137794495,0.043236974626779556,0.07395073771476746,0.008568684570491314,0.09256719052791595
59,0.061704445630311966,0.15970632433891296,0.046973031014204025,0.21673262119293213,0.04081001132726669,0.06345561146736145,0.007172105833888054,0.08468828350305557
60,0.060221876949071884,0.15950879454612732,0.047322627156972885,0.21753764152526855,0.03896692395210266,0.06299005448818207,0.006858506239950657,0.08281610161066055
61,0.056663691997528076,0.15956245362758636,0.04371223971247673,0.2090747207403183,0.037508245557546616,0.06595999747514725,0.007325830869376659,0.08559107035398483
62,0.05684534087777138,0.16085049510002136,0.047172483056783676,0.21719227731227875,0.035767413675785065,0.06301071494817734,0.006853189319372177,0.08278398960828781
63,0.05785232037305832,0.16807174682617188,0.05168565735220909,0.2273447960615158,0.03519598767161369,0.06835854053497314,0.0081455297768116,0.090252585709095
64,0.05358750373125076,0.15980872511863708,0.04617706313729286,0.21488848328590393,0.03372231498360634,0.07166092097759247,0.008190521970391273,0.09050150215625763
65,0.05285236984491348,0.1620359569787979,0.04720340296626091,0.21726344525814056,0.03191074728965759,0.06377100199460983,0.0069978549145162106,0.08365318179130554
66,0.049954455345869064,0.1479497104883194,0.04381745681166649,0.20932619273662567,0.030736809596419334,0.061926983296871185,0.006746278144419193,0.08213572949171066
67,0.050680018961429596,0.15975822508335114,0.04792674630880356,0.21892178058624268,0.02956424281001091,0.06493962556123734,0.0072504933923482895,0.08514983206987381
68,0.050312820822000504,0.1661565750837326,0.04934576526284218,0.22213906049728394,0.028460180386900902,0.06504783034324646,0.007359292823821306,0.08578632026910782
69,0.04690468683838844,0.16176827251911163,0.045106664299964905,0.21238330006599426,0.02777598612010479,0.07343291491270065,0.00847607385367155,0.09206559509038925
70,0.044513557106256485,0.15543119609355927,0.04234805330634117,0.20578642189502716,0.026285797357559204,0.06572750210762024,0.007532079238444567,0.08678755164146423
71,0.047355424612760544,0.16640165448188782,0.04973336681723595,0.22300979495048523,0.0270902868360281,0.08122140914201736,0.010826232843101025,0.1040491834282875
72,0.04690958932042122,0.17277170717716217,0.05125028267502785,0.22638525068759918,0.025365155190229416,0.07814106345176697,0.009446188807487488,0.09719150513410568
73,0.041267029941082,0.14804445207118988,0.04123830422759056,0.20307216048240662,0.02618502639234066,0.09023486822843552,0.012568471021950245,0.11210919171571732
74,0.04185548052191734,0.15751667320728302,0.04425426200032234,0.21036696434020996,0.022887034341692924,0.06702060252428055,0.007486201357096434,0.08652283996343613
75,0.03805837780237198,0.1432354897260666,0.03856609761714935,0.1963825225830078,0.022089747712016106,0.06787025928497314,0.0076530021615326405,0.08748143911361694
76,0.03638167679309845,0.14182253181934357,0.03673626482486725,0.19166706502437592,0.021107349544763565,0.06606750190258026,0.0073601738549768925,0.0857914537191391
77,0.03820379450917244,0.15097948908805847,0.042190030217170715,0.20540212094783783,0.02015336975455284,0.06411834806203842,0.006975566036999226,0.08351985365152359
78,0.03625001013278961,0.14566950500011444,0.039550382643938065,0.19887277483940125,0.019333424046635628,0.06274478137493134,0.006812374107539654,0.08253710716962814
79,0.034987594932317734,0.14420942962169647,0.03839441388845444,0.1959449201822281,0.0189984031021595,0.06526677310466766,0.007158083375543356,0.08460545539855957
80,0.03539007529616356,0.1467086523771286,0.04087638109922409,0.20217908918857574,0.019244184717535973,0.07464998215436935,0.008987153880298138,0.09480059891939163
81,0.03270358219742775,0.1428079605102539,0.036828309297561646,0.19190703332424164,0.017419755458831787,0.06518085300922394,0.0072976588271558285,0.08542633801698685
82,0.03380214422941208,0.14560116827487946,0.04000244289636612,0.20000611245632172,0.016607915982604027,0.06222104653716087,0.00678657740354538,0.08238068222999573
83,0.036709051579236984,0.159735769033432,0.04711182415485382,0.21705257892608643,0.01631111279129982,0.06536779552698135,0.007342909928411245,0.08569078147411346
84,0.03383985906839371,0.15166862308979034,0.04223015531897545,0.2054997682571411,0.01604868285357952,0.06678806245326996,0.007481778971850872,0.08649727702140808
85,0.030257299542427063,0.14070887863636017,0.03638320416212082,0.1907438188791275,0.015285671688616276,0.065180703997612,0.007287220563739538,0.08536522090435028
86,0.03274061158299446,0.15099576115608215,0.042133111506700516,0.20526351034641266,0.01766156777739525,0.09069763123989105,0.01321624219417572,0.11496191471815109
87,0.035330288112163544,0.16352374851703644,0.048069365322589874,0.2192472666501999,0.0146348150447011,0.06697287410497665,0.007603338919579983,0.08719712495803833
88,0.032282207161188126,0.15628550946712494,0.04303135722875595,0.20744000375270844,0.017148656770586967,0.09518510103225708,0.013212399557232857,0.11494520306587219
89,0.029175585135817528,0.13886739313602448,0.03789043426513672,0.1946546584367752,0.013415662571787834,0.06616368889808655,0.007306088227778673,0.08547566086053848
90,0.03338745981454849,0.1618514508008957,0.04662762209773064,0.21593430638313293,0.016174111515283585,0.09080556035041809,0.013478509150445461,0.11609698086977005
91,0.03683054819703102,0.1694769263267517,0.0543532557785511,0.233137845993042,0.01373310573399067,0.07459038496017456,0.008740042336285114,0.0934881940484047
92,0.026503868401050568,0.13503524661064148,0.03434380143880844,0.18532080948352814,0.012554029934108257,0.06448780745267868,0.007242375053465366,0.0851021483540535
93,0.02752985991537571,0.14411509037017822,0.03758593276143074,0.1938709169626236,0.011757394298911095,0.06057766079902649,0.006637284532189369,0.08146952837705612
94,0.02547093667089939,0.1343759447336197,0.0339372493326664,0.18422065675258636,0.011712335050106049,0.06543196737766266,0.007378282491117716,0.08589693158864975
95,0.02909451350569725,0.14829914271831512,0.04201871529221535,0.2049846649169922,0.01190992258489132,0.07002359628677368,0.008589054457843304,0.09267715364694595
96,0.027395009994506836,0.1495455652475357,0.0392024852335453,0.19799616932868958,0.012084619142115116,0.07723554223775864,0.009229825809597969,0.09607198089361191
97,0.02408365160226822,0.1340782791376114,0.033217158168554306,0.18225574493408203,0.011046593077480793,0.06828702241182327,0.00802842527627945,0.08960147947072983
98,0.02852649800479412,0.1537953019142151,0.04279784485697746,0.20687639713287354,0.0106570515781641,0.0683402344584465,0.008072784170508385,0.08984867483377457
99,0.02805136702954769,0.15252654254436493,0.042238570749759674,0.20552024245262146,0.010156463831663132,0.06585007160902023,0.007203490938991308,0.08487337827682495
100,0.023532824590802193,0.1330566257238388,0.03373372554779053,0.18366743624210358,0.00995864998549223,0.06504888832569122,0.007262424100190401,0.0852198600769043
101,0.025947624817490578,0.14365585148334503,0.03928277641534805,0.1981988251209259,0.00939079001545906,0.06203073635697365,0.006796418689191341,0.08244039118289948
102,0.027733147144317627,0.14980734884738922,0.04303579032421112,0.20745068788528442,0.01148128230124712,0.0842725858092308,0.011692725121974945,0.10813290625810623
103,0.0280962735414505,0.15592855215072632,0.04401719197630882,0.2098027467727661,0.0100309569388628,0.07372967153787613,0.008499540388584137,0.09219295531511307
104,0.023953162133693695,0.13599811494350433,0.03651409596204758,0.19108662009239197,0.009001695550978184,0.06289180368185043,0.0068402658216655254,0.08270590007305145
105,0.02856365777552128,0.1561625450849533,0.04620945081114769,0.21496383845806122,0.009344054386019707,0.07148966938257217,0.00848439335823059,0.0921107679605484
106,0.027225112542510033,0.1538231372833252,0.04330394044518471,0.208095982670784,0.008854078128933907,0.06443929672241211,0.007322886027395725,0.08557385951280594
107,0.023709136992692947,0.14332315325737,0.03695456683635712,0.19223570823669434,0.01068678218871355,0.08401185274124146,0.01108003593981266,0.10526175051927567
108,0.023764293640851974,0.13952486217021942,0.03760317713022232,0.19391538202762604,0.007960600778460503,0.05954921990633011,0.006338728591799736,0.07961612939834595
109,0.025529950857162476,0.14633098244667053,0.04092838615179062,0.20230765640735626,0.01093700435012579,0.088649220764637,0.012671963311731815,0.11256981641054153
110,0.025112638249993324,0.15458476543426514,0.04058447480201721,0.20145589113235474,0.008719176985323429,0.06939747929573059,0.00796545296907425,0.089249387383461
111,0.02150333859026432,0.13433481752872467,0.033658355474472046,0.18346214294433594,0.00839349813759327,0.06917286664247513,0.007807360030710697,0.08835926651954651
112,0.021891744807362556,0.13172031939029694,0.03508452698588371,0.1873086392879486,0.007360455580055714,0.060620300471782684,0.006484448444098234,0.08052607625722885
113,0.02276761829853058,0.1389709860086441,0.03699541464447975,0.19234192371368408,0.007517823483794928,0.06370484828948975,0.007161751855164766,0.08462713658809662
114,0.024920376017689705,0.1512640118598938,0.04176529869437218,0.2043655961751938,0.009320726618170738,0.08461768925189972,0.010759108699858189,0.10372612625360489
115,0.023735888302326202,0.14306236803531647,0.0394904799759388,0.19872212409973145,0.008263603784143925,0.07470852881669998,0.009287305176258087,0.09637066721916199
116,0.024733563885092735,0.1545536071062088,0.04162651672959328,0.2040257751941681,0.0073949540965259075,0.06670913100242615,0.007519083563238382,0.08671265095472336
117,0.021760249510407448,0.14035248756408691,0.03593093156814575,0.18955455720424652,0.007258385419845581,0.06569406390190125,0.0073586273938417435,0.08578243851661682
118,0.025178484618663788,0.1532064974308014,0.04257230460643768,0.2063305675983429,0.01185743696987629,0.1035357415676117,0.01687505841255188,0.12990403175354004
119,0.02962220087647438,0.1756470799446106,0.05157051980495453,0.22709143161773682,0.008084039203822613,0.074381522834301,0.008627104572951794,0.09288220852613449
120,0.01985890045762062,0.12963436543941498,0.032353028655052185,0.17986947298049927,0.00680189672857523,0.060786642134189606,0.006681914906948805,0.08174297958612442
121,0.022299643605947495,0.13767768442630768,0.037291064858436584,0.1931089460849762,0.006823042407631874,0.06337050348520279,0.006956835743039846,0.08340764790773392
122,0.02386622317135334,0.1542634218931198,0.04107590392231941,0.20267191529273987,0.008992645889520645,0.08839159458875656,0.011439485475420952,0.10695552825927734
123,0.01927514560520649,0.12688131630420685,0.03182584047317505,0.1783979833126068,0.006563517265021801,0.06303483992815018,0.0068408772349357605,0.08270959556102753
124,0.022620735689997673,0.14423246681690216,0.03885957598686218,0.1971283257007599,0.006454550661146641,0.06446270644664764,0.007062566466629505,0.08403907716274261
125,0.019766274839639664,0.13464440405368805,0.033053457736968994,0.18180610239505768,0.006492838263511658,0.06445082277059555,0.0072731333784759045,0.08528266847133636
126,0.02048114687204361,0.13953472673892975,0.03474399447441101,0.18639740347862244,0.0065367259085178375,0.06569804251194,0.007158045656979084,0.08460523188114166
127,0.020790521055459976,0.133775532245636,0.035672012716531754,0.1888703554868698,0.006247790530323982,0.06347928196191788,0.006845587398856878,0.08273806422948837
128,0.021175937727093697,0.1380210667848587,0.03645917400717735,0.19094285368919373,0.007850057445466518,0.07895758002996445,0.010608513839542866,0.10299763828516006
129,0.023474235087633133,0.1539103239774704,0.04085763916373253,0.20213273167610168,0.007425372488796711,0.0747397392988205,0.009645897895097733,0.09821353107690811
130,0.024361439049243927,0.15382011234760284,0.04280846193432808,0.20690205693244934,0.0063104769214987755,0.06437281519174576,0.006999650038778782,0.08366391062736511
131,0.021766752004623413,0.14601793885231018,0.03797844797372818,0.19488060474395752,0.009148851968348026,0.08971244841814041,0.012560385279357433,0.11207312345504761
132,0.01894175447523594,0.13058660924434662,0.03236577659845352,0.17990490794181824,0.006394573487341404,0.06719816476106644,0.007752959616482258,0.08805089443922043
133,0.024661777541041374,0.15285342931747437,0.04371117427945137,0.20907217264175415,0.008072827942669392,0.08249735087156296,0.011528532952070236,0.1073710024356842
134,0.028144309297204018,0.16961047053337097,0.05050307884812355,0.22472889721393585,0.006126617547124624,0.06528031080961227,0.007099071517586708,0.08425598591566086
135,0.020574450492858887,0.13933897018432617,0.03566395491361618,0.18884903192520142,0.007543004117906094,0.07526540011167526,0.0094430698081851,0.09717545658349991
136,0.019183389842510223,0.13004089891910553,0.03301050513982773,0.18168793618679047,0.0059008668176829815,0.06315927952528,0.007025613449513912,0.0838189348578453
137,0.022450732067227364,0.1470336616039276,0.04001826047897339,0.200045645236969,0.005840534344315529,0.06621027737855911,0.007278378587216139,0.08531341701745987
138,0.020873036235570908,0.13811370730400085,0.036436960101127625,0.19088467955589294,0.0061235553584992886,0.06639822572469711,0.007567018736153841,0.08698861300945282
139,0.023388696834445,0.1539694368839264,0.04191955551505089,0.2047426551580429,0.006890298333019018,0.07710808515548706,0.009281660430133343,0.09634137153625488
140,0.020149623975157738,0.13672073185443878,0.03513699769973755,0.187448650598526,0.00959788914769888,0.09700038284063339,0.014835142530500889,0.12179960310459137
141,0.025942862033843994,0.161855086684227,0.04675861448049545,0.2162373960018158,0.006110674701631069,0.0665987953543663,0.007730215787887573,0.08792164921760559
142,0.024375399574637413,0.1534358412027359,0.043602779507637024,0.20881278812885284,0.006914375349879265,0.07254768908023834,0.008647378534078598,0.09299128502607346
143,0.018004372715950012,0.12719862163066864,0.031023550778627396,0.17613503336906433,0.005912514869123697,0.06457585096359253,0.00708047254011035,0.08414554595947266
144,0.020244840532541275,0.13341689109802246,0.03539294749498367,0.18813014030456543,0.006844298914074898,0.07380528002977371,0.009345664642751217,0.09667297452688217
145,0.02317637763917446,0.15363173186779022,0.041078269481658936,0.20267774164676666,0.006142722442746162,0.06822635233402252,0.007496676407754421,0.08658334612846375
146,0.019334962591528893,0.13629931211471558,0.03386741504073143,0.18403100967407227,0.007651676889508963,0.08442632853984833,0.010598539374768734,0.10294920951128006
147,0.01950339786708355,0.13118281960487366,0.03440924361348152,0.18549728393554688,0.005426262971013784,0.061923202127218246,0.006712150759994984,0.08192771673202515
148,0.024285534396767616,0.15037474036216736,0.04377922788262367,0.20923486351966858,0.009408324956893921,0.0942995473742485,0.014918985776603222,0.12214329838752747
149,0.02741401456296444,0.17023971676826477,0.0495808906853199,0.2226676642894745,0.0057974341325461864,0.06353334337472916,0.0068627470172941685,0.08284170180559158
150,0.019601676613092422,0.1344371885061264,0.03409510850906372,0.18464860320091248,0.006483043078333139,0.06931155174970627,0.0080132856965065,0.08951696008443832
151,0.01906004548072815,0.12996086478233337,0.03338778018951416,0.1827232390642166,0.00584494648501277,0.06426078826189041,0.0070685818791389465,0.08407486230134964
152,0.019303133711218834,0.1351747363805771,0.033945489674806595,0.18424302339553833,0.00639782240614295,0.07038421183824539,0.00872802920639515,0.09342392534017563
153,0.021414898335933685,0.14381444454193115,0.03793449327349663,0.1947677880525589,0.00571272149682045,0.0634542852640152,0.007050111889839172,0.08396494388580322
154,0.01774453930556774,0.12816986441612244,0.03075762838125229,0.17537853121757507,0.005503404885530472,0.06134624406695366,0.006546592805534601,0.08091101795434952
155,0.019401203840970993,0.13120470941066742,0.03440007194876671,0.18547256290912628,0.0072715128771960735,0.07750919461250305,0.009847424924373627,0.0992341935634613
156,0.020545871928334236,0.13696835935115814,0.0367671437561512,0.19174760580062866,0.005431948695331812,0.06257866322994232,0.006856427527964115,0.08280354738235474
157,0.022781038656830788,0.14961029589176178,0.040812816470861435,0.20202182233333588,0.010845854878425598,0.1054135337471962,0.017823191359639168,0.1335035264492035
158,0.02552318572998047,0.15898557007312775,0.04599745571613312,0.21447017788887024,0.005794414784759283,0.06342212110757828,0.00727467518299818,0.08529170602560043
159,0.02131974883377552,0.1460404396057129,0.0380467064678669,0.19505564868450165,0.008602580055594444,0.08880463242530823,0.012349213473498821,0.11112701147794724
160,0.018402015790343285,0.13044172525405884,0.0323798768222332,0.17994409799575806,0.00540123600512743,0.0605621337890625,0.006542113143950701,0.08088333159685135
161,0.01996430940926075,0.1353832483291626,0.035378120839595795,0.1880907267332077,0.0077470336109399796,0.08404550701379776,0.011892231181263924,0.10905151069164276
162,0.02328302152454853,0.15334518253803253,0.04204699769616127,0.2050536423921585,0.005818470846861601,0.06769805401563644,0.00764485914260149,0.08743488788604736
163,0.01904098130762577,0.1350732445716858,0.033439550548791885,0.18286484479904175,0.0055165402591228485,0.06273496150970459,0.006990313529968262,0.08360809832811356
164,0.01915046200156212,0.1281779706478119,0.03378259763121605,0.18380042910575867,0.0058361077681183815,0.06320404261350632,0.007232083007693291,0.08504165709018707
165,0.017907442525029182,0.1293405145406723,0.031540438532829285,0.1775962859392166,0.005988664925098419,0.06830060482025146,0.007792977150529623,0.08827783912420273
166,0.020187167450785637,0.13693678379058838,0.036417242139577866,0.19083301723003387,0.006258832290768623,0.0698748454451561,0.008823232725262642,0.09393206238746643
167,0.020160125568509102,0.1358603686094284,0.036088764667510986,0.18997043371200562,0.0072431182488799095,0.08017542213201523,0.010980375111103058,0.10478728264570236
168,0.022575657814741135,0.14795272052288055,0.04050348326563835,0.20125477015972137,0.006510085891932249,0.07164478302001953,0.008872001431882381,0.0941913053393364
169,0.021114589646458626,0.1429136097431183,0.03769199550151825,0.19414426386356354,0.007956188172101974,0.08315764367580414,0.011046669445931911,0.10510313510894775
170,0.018942365422844887,0.13721686601638794,0.03351224958896637,0.18306350708007812,0.005852899048477411,0.0656171590089798,0.007428074721246958,0.08618628233671188
171,0.023181362077593803,0.14633333683013916,0.04225017502903938,0.2055484801530838,0.007958715781569481,0.08407941460609436,0.011850357055664062,0.1088593453168869
172,0.020916974171996117,0.14221234619617462,0.03714688494801521,0.19273526966571808,0.005976276472210884,0.06774021685123444,0.008009925484657288,0.08949818462133408
173,0.017268797382712364,0.12797246873378754,0.029968049377202988,0.17311282455921173,0.005793961230665445,0.06306169182062149,0.0071898093447089195,0.08479274064302444
174,0.018046557903289795,0.12758924067020416,0.03179126977920532,0.17830106616020203,0.0055936286225914955,0.06273987889289856,0.006967642344534397,0.08347240835428238
175,0.018503233790397644,0.13096946477890015,0.033162523061037064,0.18210579454898834,0.005488475784659386,0.06430349498987198,0.007093660533428192,0.08422387391328812
